title,category,context,char_count,word_count,code_switching,has_date,has_location,has_person,has_shhal,has_shno
واش تسخر لبركة ضد وزير الفلاحة؟.. برلماني استقلالي: المخطط الأخضر “ماشي قرآن منزل” وفشل فـ”الحفاظ على القطيع” ودول مجاورة عيدو وعندها وفرة فالقطيع,آش واقع,عاد حزب الاستقلال، مجددا، ليمارس عادته القديمة بمعارضة “حشيان الهضرة وقليان السم” لحلفائه في الحكومة، حيث وجه سهامه هذه المرة إلى وزير الفلاحة والصيد البحري والتنمية القروية والمياه والغابات، أحمد البواري، عضو المكتب السياسي لحزب التجمع الوطني للأحرار.,252,38,0,0,1,1,0,0
نتنياهو عين إيال زامير رئيس جديد ديال أر كان الجيش الإسرائيلي,جورنالات بلادي,عيّن رئيس الوزراء الإسرائيلي بنيامين نتنياهو السبت إيال زامير رئيساً جديداً لأركان الجيش، بعد استقالة سلفه هيرتسي هاليفي الشهر الماضي وتحمله المسؤولية عن الفشل بوقف هجوم حماس في السابع من أكتوبر 2023.,200,32,0,0,1,1,0,1
الحماق هو هذا.. الحكم على بريطاني بالحبس موقوف التنفيذ حينت شعل العافية ف دارو 2 دالمرات غير باش يشوف خدمة البومبية لي مهووس بهم,تبركيك,تحكم مؤخرا، واحد الراجل من “نورثمبرلاند” في المملكة المتحدة بالحبس مع وقف التنفيذ بعدما اعترف بأنه شعل العافية في دارو جوج مرات فليلة وحدة، غير باش يشوف رجال البومبية وهوما خدامين.,180,31,0,0,0,1,1,1
كأس العرش: هلال الناظور طيرو الكوديم فمفاجأة كبيرة والجديدة تأهلو برباح على اليوسفية,كود سبور,فرگعو هلال الناظور المنتمين إلى القسم الوطني هواة مفاجأة كبيرة، وقصاو النادي المكناسي الممارس بالقسم الوطني الأول البطولة الاحترافية، من الدور الرابع لكأس العرش فماتش تلعب ليلة الاحد-الاثنين فمكناس.,198,29,0,0,1,1,1,1
معتمر بغا يتلاقا مع سيدي ربي وهو ينقز من فوق المسجد الحرام (فيديو),جورنالات بلادي,عرف الحرم المكي واحد البلان على غفلة مني حاول معتمر ينقز من ليطاج الفوقاني وسط المسجد الحرام ، واحد من عناصر القوة الخاصة لمسجد الحرام حاول يتلاح عليه باش ميطيحش نيشان مع لارض .,177,34,0,0,0,1,0,1
ليبيريا ف اللجنة الرابعة: كندعمو الحكم الذاتي وكنرحبو بجهود المغرب لتنمية المنطقة,آش واقع,عبّرت ليبيريا عن دعمها الكامل لمغربية الصحراء خلال المناقشة العامة للجنة الرابعة التابعة للجمعية العامة للأمم المتحدة، اليوم الثلاثاء الموافق لتاريخ 14 أكتوبر 2025.,164,24,0,1,1,0,0,1
دخول سياسي سخون.. صحاب الكسوة الكحلة: غانقاطعو جلسات الجنايات مع تنظيم وقفات احتجاجية أسبوعية,آش واقع,اختارت جمعية هيئات المحامين بالمغرب، التصعيد من جديد ضد الحكومة، من خلال مقاطعة جلسات الجنايات لمدة أسبوعين ابتداء من يوم الاثنين الموافق 07 أكتوبر 2024.,153,25,0,1,1,0,0,1
شينوا حذرات الطالبات والطلبة من أنهم يطيحو مع الدريات والدراري السيكسي والمبوكصين وها علاش,تبركيك,حذرات الصين الطلبة والطالبات ديالها من أنهم يطيحو مع الدريات والدراري المبوكصين والسيكسي، خاصة لي من جنسيات أخرى.,113,18,0,0,1,0,0,1
بسبب قرد.. الضو تقطع على بزاف ديال الجزر ف سريلانكا,تبركيك,دخل واحد القرد لمحطة فرعية ديال توليد الضو، وتسبب فاضطراب التيار الكهربائي فبزاف ديال المناطق فجزر سيريلانكا، نهار الأحد، حسب ما قالو المسؤولين.,144,23,0,0,0,1,0,1
“أفريكا أنتلجنس”: سفارة المغرب فمدريد وقعات عقد لوبينگ مع “Acento Public Affairs” ديال خوسيه بلانكو للدفاع عن مصالح المغرب فبروكسيل,جورنالات بلادي,قالت مجلة “أفريكا أنتلجنس” الإلكترونية، إن سفارة المغرب فمدريد وقعات، مؤخرا، على عقد لوبينگ مع “Acento Public Affairs” للدفاع عن مصالح المغرب في بروكسل.,152,24,1,0,1,1,0,1
ملثمون قطعو الطريق بأسلوب العصابات حدا سيدي حرازم وفارضين الزطاطة على زوار منتجع “عين الوالي”.. الجدارمية شدو 3 والنيابة العامة أمرت بتقديمهم فحالة سراح (فيديو),آش واقع,تفاعلت عناصر المركز الترابي للدرك الملكي بسيدي حرازم، التابع لسرية فاس، بسرعة وبجدية كبيرة، مع أشرطة فيديو يتم تداولها حاليا على نطاق واسع بين رواد مواقع التواصل الاجتماعي، يظهر فيها أشخاص ملثمون يقطعون الطريق العمومية في وجه المواطنين.,236,38,0,0,1,1,0,1
البوليساريو علنات اللجوء لمحكمة العدل الأوروبية باش تطعن فالاتفاق التجاري مع المغرب,آش واقع,علنات جبهة البوليساريو عزمها التوجه مجددا إلى القضاء الأوروبي قبل نهاية العام الجاري للطعن في الاتفاق التجاري الأخير المبرم بين المغرب والاتحاد الأوروبي، والذي يشمل الأقاليم الجنوبية للمملكة.,191,28,0,0,1,1,0,1
فساد الجامعات الرياضات وفضايح نتائج الأولمبياد..المعارضة للوزير بنموسى: خاص المحاسبة و3 مليار درهم تعطات الجامعات فعامين بلا نتيجة ورؤساء جامعات مبغاوش يطلقو من الكراسي,آش واقع,عبرت فرق المعارضة بمجلس النواب، عن أسفها للنتائج المحبطة والسلبية التي حققها الوفد الرياضي المغربي المشارك في أولمبياد باريس 2024، وذلك خلال لقاء لجنة التعليم والثقافة والاتصال، صباح اليوم، بحضور وزير التربية الوطنية والتعليم الأولي والرياضة.,242,36,0,0,1,1,0,0
ألباني كيلقبو عليه السويد شدوه بوليس أصيلة.. وها فاش متورط,آش واقع,تمكنت عناصر الشرطة بالمفوضية الجهوية للأمن بمدينة أصيلة، البارم الخميس، من توقيف مواطن ألباني يبلغ من العمر 41 سنة، والذي يشكل موضوع أمر دولي بإلقاء القبض صادر عن السلطات القضائية السويدية.,189,31,0,0,1,1,0,1
بعدما تعزل . الأحرار سالة مهام بودريقة الحزبية فكازا,آش واقع,بعدما تعزل من رئاسة مقاطعة مرس السلطان بالدار البيضاء، وفالوقت لي مازال فغرف التحقيق في ألمانيا، أعلن التجمع الوطني للأحرار، إنهاء مهام المنسق الإقليمي للحزب محمد بودريقة، وذلك في بلاغ أصدره أمس الثلاثاء.,204,33,0,0,1,1,0,1
انتخاب الدخيسي نائبا لرئيس منظمة الأنتربول عن قارة إفريقيا.. الحافظي الباحث فالعلوم الأمنية لـ”كود”: المغرب من أكثر البلدان تفاعلا مع آلية مذكرات البحث الدولي,آش واقع,انتخب قبل أيام قليلة والي الأمن محمد الدخيسي مدير مكتب الأنتربول بالرباط، بمدينة غلاسكو باسكتلندا، بأغلبية كبيرة لشغل منصب نائب رئيس المنظمة الدولية للشرطة الجنائية “الأنتربول” عن قارة إفريقيا.,193,29,0,0,1,1,0,1
الفيفا: رسميا 3 التيرانات هي المنافسة على استضافة افتتاح وفينال مونديال 2030,كود سبور,انحصرت المنافسة على استضافة أهم جوج ماتشات ديال كاس العالم 2030، اللي غايكون مشترك بين المغرب وإسبانيا والبرتغال بين 3 ديال التيرانات.,134,22,0,0,1,0,0,0
الكعبي أحسن مهاجم دولي فالعالم قبل شهرين من نهاية 2024 ورحيمي وراه,كود سبور,كايحتل الدولي المغربي أيوب الكعبي صدارة أحسن الهدافين ديال المنتخبات عالميا لعام 2024، وهذا الشي قبل شهرين من نهاية العام.,122,20,0,0,1,1,0,0
“الكوليرا فزمن الحرب”.. ألف حالة كل نهار فالسودان وتحذيرات من كارثة – فيديو,الرئيسية,تواجه السودان أزمة كوليرا متفاقمة مع تسجيل أكثر من 1000 حالة يوميًا في الخرطوم، البؤرة الرئيسية للوباء. وسط دمار الحرب، انهيار البنية التحتية، وشح المياه النظيفة، يحذر الأطباء من انتشار سريع للمرض بين النازحين والمناطق المكتظة.,227,36,0,0,1,0,1,1
اللولة ليه من نهار علن على اصابتو بالسرطان.. الفنان محمد عبدو غادي يخرج أغنية جديدة,ميديا وثقافة,علن الفنان السعودي محمد عبدو، أنه غادي يخرج اغنية جديدة ديالو، وغادي تكون هي الأولى ليه بعد اعلان الإصابة ديالو بالسرطان.,121,21,0,0,0,1,0,1
5 المدربين منافسين على جائزة أحسن مدرب فالعالم ديال فرانس فوتبال,كود سبور,أعلنت مجلة فرانس فوتبال الفرنسية على المرشحين للتتويج بجائزة “كرويف” لأحسن مدرب فالعالم لعام 2025.,98,15,0,0,0,0,0,1
“كود” تلقات فمعرض الفلاحة مع المغربي اللي وظف الذكاء الاصطناعي باش يساعد الفلاحة يتعرفو على الأمراض اللي كتضرب المحاصيل ويقدر يعالجها (فيديو),كود-تيفي,تلاقات “كود” بالمغربي اللي وظف الذكاء الاصطناعي باش يساعد الفلاحة يتعرفو على الأمراض اللي كتضرب المحاصيل الزراعية ويقدر يعالجها وشرح كيفاش كتم هاد العملية.,155,24,0,0,1,0,0,0
عائلات نعسات فالخلا كيعاود على كابوس ليلة الغارات الإسرائيلية فالضاحية الجنوبية لبيروت,الرئيسية,بين ليلة وضحاها، وجدت رحاب ناصيف نفسها تمضي ليلتها في العراء بعدما فرّت على غرار الآلاف من منزلها في ضاحية بيروت الجنوبية على وقع غارات اسرائيلية كثيفة جعلت ليل سكان المنطقة أشبه بكابوس طويل.,191,34,0,0,1,0,0,1
كود جابت لكم “تيتر” أغنية ”الزين لي عطاك الله“ ديال بينحاس لي بغاو الجزائريين يهرفو عليها (تصاور),ميديا وثقافة,الفنان المغربي كوهن بينحاس معروف بزاف فالموسيقى الشعبية المغربية، خصوصاً بالأغاني اللي كتجمع بين البضاض، وتعناب، وتمغرابيت. من أشهر أعمالو «زين لي عطاك الله»، اللي ولاّت رمز من رموز الفن المغربي ودخلات كجزء من التراث الوطني.,224,36,0,0,1,0,0,0
زعيم شبكة “غسل لفلوس” ففاس اللي كان كيوجد يشري عقارات بفلوس عملية كبيرة لسرقة الكوكايين تضرب بـ6 سنوات نافذة ديال الحبس وها شحال خاصو يحط للديوانية (تفاصيل الأحكام),آش واقع,أصدرت غرفة الجنح التلبسية بالمحكمة الابتدائية بمدينة فاس، أمس الخميس، في حق بارون المخدرات متزعم شبكة لتبييض الأموال، إلى جانب باقي شركائه، من بينهم ابن عمه سائق سيارة أجرة وصاحب مكتب للصرف وإطار بنكي، وهي الشبكة المفككة بناء على معلومات دقيقة وفرتها مصالح المديرية الجهوية لمراقبة التراب الوطني.,296,48,0,0,1,1,0,1
اعتقال مقاول معروف ففاس: عندو 15 روشيرش على النصب وإصدار شيكات بلا رصيد واليوم دايز حدا المحكمة,آش واقع,تواصل غرفة الجنح التلبسية بالمحكمة الابتدائية بمدينة فاس، زوال اليوم الجمعة 8 غشت الجاري، محاكمة مقاول معروف بالمدينة، وذلك على خلفية متابعته من طرف النيابة العامة من أجل “عدم توفير مؤونة شيك عند تقديمه للوفاء، في حالة التعدد المادي، النصب”.,241,40,0,1,1,1,0,0
الصفقة قربات.. مفاوضات مكثفة بين الرباط واشنطن لشراء مقاتلات (F-35) المتطورة,آش واقع,المغرب خدام على تعزيز علاقاتو الاستراتيجية مع الولايات المتحدة في ظل التوترات الإقليمية وسباق التسلح في المغرب العربي.,118,18,0,0,1,1,0,0
لاعبين جدد فالأحرار بمجلس المستشارين أبطال مناقشة مشروع قانون مالية 2025: ها كيفاش للي طردهم بنكيران هما الأكثر نشاطا فالمناقشة وقافزين وصباح مساء حاضرين,آش واقع,الأحرار محيح فمناقشة مشروع قانون مالية 2025، وفجميع اللجان، ولكن الغريب هو أن للي محيح ماشي السكة القديمة فالأحرار بحال رئيس الفريق والمحسوبين على “عجزة الأحرار”، للي محيحين هوما جوج أعضاء بالضبط واللي كان عبد الاله بنكيران زعيم البي جي دي جرا عليه وطردهم من الحزب. ولكن هوما تمسكو بمناصبهم فمجلس المستشارين.,308,52,0,0,1,1,0,0
وزارة الكفاءة د مريكان اللي مكلف بها ايلون ماسك وفرات 420 مليون دولار ف 80 ساعة,جورنالات بلادي,أعلنت وزارة الكفاءة الحكومية د مريكان، 420 مليون دولار خلال أول 80 ساعة من بدء مهامها، وهادشي من خلال إلغاء عدد من العقود الحكومية الحالية، بالإضافة إلى إلغاء عقدي إيجار.,170,30,0,0,0,0,1,1
إسرائيل قتلات اللواء محمود أبو وطفة وكيل وزارة داخلية حماس,جورنالات بلادي,قتل، فجر اليوم، اللواء محمود أبو وطفة وكيل وزارة داخلية حماس بقصف إسرائيلي. وأعلن الجيش الإسرائيلي أنه يشن غارات مكثفة على أهداف تابعة لحركة (حماس) في غزة، بينما أفاد مسعفون بوقوع ما لا يقل عن 150 قتيلا في سلسلة من أعنف الغارات الجوية منذ بدء وقف إطلاق النار في 19 يناير (كانون الثاني).,286,53,0,1,1,0,1,1
محمد بن زايد آل نهيان رئيس الإمارات: كانبارك لأخي الملك محمد السادس والشعب المغربي تتويج المغرب بكاس العرب,كود سبور,بارك محمد بن زايد رئيس دولة الإمارات المتحدة، للمغرب ملكا وشعبا التتويج بكأس العرب 2025.,88,15,0,0,1,1,0,1
فضيحة “العمدة مون بيبي”.  فؤاد العماري رفع دعوى قضائية ضد مستشار العمدة الليموري وها علاش بنت الباشا حصلات,الرئيسية,علمت گود من مصادر موثوقة أن العمدة السابق فؤاد العماري، القيادي في حزب الپام وأحدد الوجوه البارزة للحزب بالشمال، وشقيق الباس العماري قد رفع دعوى قضائية ضد حسن المزدوجي مستشار العمدة منير الليموري، وبطل فضيحة “العمدة مون بيبي”.,226,38,0,0,0,1,0,1
مغربي ترفض ليه دوموند ديال الجنسية الإسبانية بسبب عدم دفع واجب النفقة وإهمال الأسرة,تبركيك,رفضات المحكمة الوطنية الإسبانية، مؤخرا، الموافقة على دوموند ديال التجنيس عن طريق الإقامة منذ 2005، واللي قدمو مواطن مغربي. المحكمة اعتبرات أن السلوك المدني ديالو غير مبرر بشكل كاف، بسباب وجود سابقة إدانة بجريمة عدم دفع النفقة وإهمال الأسرة.,240,39,0,0,0,1,0,1
مهرجان فاس للموسيقى العريقة.. الأميرة لالة حسناء فرقات جوائز المواهب الشابة على خريجي المعهد الموسيقي,ميديا وثقافة,ترأست الأميرة للا حسناء، مساء أمس الجمعة بساحة باب المكينة بفاس، حفل افتتاح الدورة ال28 لمهرجان فاس للموسيقى العالمية العريقة، التي تنظم ما بين 16 و24 ماي الجاري تحت رعاية الملك محمد السادس، حول موضوع “انبعاثات”.,212,36,0,1,1,1,1,1
بعد دعم ترامب لمغربية الصحرا.. سفيرة ميريكان بالجزائر: خاصنا نلقاو مخرج عادل ودائم لنزاع الصحرا,آش واقع,فمؤتمر صحفي عقداتو اليوم الأربعاء بمقر السفارة الأمريكية فالجزائر العاصمة، أكدات السفيرة الأمريكية لدى الجزائر، إليزابيث مور أوبين، موقف بلادها الداعم لإيجاد حل سلمي ودائم لقضية الصحراء، مشددة على أهمية الحوار بين مختلف الأطراف المعنية.,236,35,0,0,1,0,0,0
خطوة جريئة من ماليزيا.. غادي تمنع السوشيال ميديا نهائيا على للي عندهم قل من 16 عام,تبركيك,علنات ماليزيا أنها ناوية تمنع استعمال وسائل التواصل الاجتماعي على الناس اللي عندهم أقل من 16 عام ابتداءً من العام الجاي، فخطوة كتهدف تحمي الدراري والشباب من المخاطر ديال الأنترنت.,179,30,0,0,1,1,0,1
مؤشر السعادة.. اسرائيل جات الثامنة عالميا والمغرب مسكين ضارباه الجايحة.. الدزاير وحسن منو!,تبركيك,كشفت نتائج مؤشر السعادة العالمي الذي نشرت نتائجه، الخميس، عن تصدر الإمارات العربية قائمة الدول العربية الأكثر سعادة فيما حل لبنان في المرتبة الأخير.,148,24,0,0,1,0,0,1
الركراكي: منتخب مالي قوي وكايعرفونا وكانعرفوهم وهكاك غنربحوهوم باش نتأهلو لثمن نهائي الكان,كود سبور,اكد الناخب الوطني وليد الرگراكي انه هو ولاعبين المنتخب الوطني المغربي باغيين يحسمو التأهل إلى ثمن نهائي كاس أفريقيا، غدا الجمعة ملي يلعبو ضد مالي ضمن الجولة الثانية من دور مجموعات الكان، وما يتسناوش الماتش الثالث ديال لگروبات.,226,38,0,0,1,1,0,0
ترامب: الجيش ديالنا ضرب بقوة “داعش” ف نيجيريا,جورنالات بلادي,شنّت القوات الأميركية، بناءً على طلب الحكومة النيجيرية، ضربة قوية ضد تنظيم داعش في شمال غرب نيجيريا، حسبما أعلن الرئيس الأميركي دونالد ترامب الجمعة.,148,24,0,0,1,0,0,1
تركيا. أردوغان علن على اكتشاف احتياطي كبير د الغاز الطبيعي فالبحر الأسود,جورنالات بلادي,أعلن الرئيس التركي رجب طيب أردوغان، السبت، عن اكتشاف احتياطي جديد من الغاز الطبيعي يقدّر ب75 مليار متر مكعب، في بئر “غوك تبه -3” الواقعة في البحر الأسود، على عمق 3500 متر، مشيرًا إلى أن القيمة الاقتصادية لهذا الاكتشاف تصل إلى نحو 30 مليار دولار.,245,45,0,0,0,0,1,1
أخنوش: المغرب رافد للسلام والتعاون الدولي وتنظيمنا لكأس العالم بقيادة سيدنا يعكس قدرتنا على الانخراط فالمشاريع العالمية,آش واقع,أكد رئيس الحكومة، عزيز أخنوش، في كلمته أمام أشغال الجمعية العامة للأمم المتحدة في دورتها الثمانين المنعقدة في نيويورك على أهمية الرياضة بالنسبة للمملكة المغربية، مشيدا بالتنظيم الثلاثي لكأس العالم 2030.,202,31,0,0,1,1,0,0
القراية وقفات فعدد من المناطق بسباب الثلج.. الأصفر لـ”كود”: خدينا هاد القرار باش نحميو سلامة التلاميذ وها فين واقفة القراية دبا,آش واقع,كشف مولاي عبد العاطي الأصفر، مدير الأكاديمية الجهوية للتربية والتكوين بجهة درعة تافيلالت، في تصريحات ل”كود”، أنه تم اتخاذ توقيف الدراسة خلال الفترة الزوالية ليؤمن السبت 8 مارس بمجموعة من المؤسسات المتواجدة بالمناطق المعنية بالنشرة الإنذارية الصادرة عن المديرية العامة للأرصاد الجوية,282,42,0,1,0,0,0,1
الطلاب الأجانب فالصبليون فاتو المليون والمغاربة هوما الطوب,آش واقع,تجاوز عدد الطلاب الأجانب المسجلين ف التعليم غير الجامعي ف إسبانيا خلال العام الدراسي 2023/2024، عتبة المليون لأول مرة، بزيادة قدرها 79.950 طالبًا مقارنة بالعام السابق.,167,26,0,0,1,1,1,1
تفاصيل جديدة بانت على وفاة محابسي كان نازل فعكاشة: شنق راسو بكوردة صغيرة وصرط لحجر د الراديو,آش واقع,قدمت إدارة السجن المحلي عين السبع 1 تفاصيل جديدة على ما تم الترويج له من طرف شخص يقدم نفسه على أنه أخ أحد السجناء ويدعي فيه أن “أخاه مات مقتولا وتم استقدامه ميتا إلى المستشفى، وأنه مكث مدة 40 يوما دون أكل وتعرض للاعتداء من طرف الموظفين”.,237,47,0,0,0,0,0,0
لامارين روايال عتقات 56 حراگ حدا طانطان,آش واقع,تمكنت دورية تابعة للبحرية الملكية، اليوم الثلاثاء 12 غشت 2025، من أنها تنقذ العشرات من المرشحين للهجرة غير الشرعية على سواحل إقليم طاطان.,137,23,0,1,1,0,1,1
اختراق دبلوماسي فمنطقة أمريكا اللاتينية والكاريبي.. حزب الاتحاد الاشتراكي انضم لمنظمة COPPPAL,آش واقع,أكدت مصادر حزبية مطلعة، بأن حزب الاتحاد الاشتراكي للقوات الشعبية، انضم إلى منظمة الأحزاب السياسية في أمريكا اللاتينية والكاريبي (COPPPAL)، ليصبح أول حزب خارج القارة يحصل على عضوية هذا التجمع.,191,30,1,0,0,0,0,1
بعد 8 شهور ديال التوتر.. زيارة وزير خارجية فرنسا للجزائر واش غادي يكون فيها التفاف على مطلب الجزاير فالعودة عن قرار دعم مغربية الصحرا,آش واقع,بدأت ثمانية أشهر من حالة التوتر السائدة في العلاقات الثنائية الجزائرية الفرنسية في التلاشي بعد المحادثة الهاتفية التي أجراها الرئيس الفرنسي، إيمانويل ماكرون بمعية نظيره الجزائري، عبد المجيد تبون.,195,29,0,0,1,1,0,1
بدا موسم الخطوبة بإملشيل,الزين والحداكة,انطلقت، اليوم الخميس في بوزمو وإملشيل (إقليم ميدلت)، فعاليات دورة 2025 من موسم الخطوبة ومهرجان موسيقى الأعالي، ببرنامج حافل بالأنشطة الفنية والثقافية.,150,22,0,0,1,1,0,1
“كود” جابت التهم الثقيلة اللي وجهها الوكيل العام لعصابة فيها 19 لواحد ويتزعمها المسؤول على المحجز البلدي فوجدة,آش واقع,وجه الوكيل العام للملك لدى محكمة الاستئناف بفاس، الأسبوع الماضي، تهم ثقيلة إلى 19 شخصا، من بينهم 16 يتابعون في حالة اعتقال احتياطي بالسجن المحلي بوركايز، وذلك على خلفية تورطهم في اختلاس وتبديد أموال عمومية والسرقة وخيانة الأمانة والتزوير واستعماله.,248,40,0,0,1,0,0,1
القوات الملكية الجوية نقذات فرنساويين حدا سواحل أكادير بعد إطلاق نداء استغاثة وها كيفاش دايرة حالتهم (تصاور وفيديو),آش واقع,قامت مروحية تابعة للقوات الملكية الجوية، مساء يوم الخميس الماضي، بإنقاذ مواطنين فرنسيين في عرض البحر قبالة سواحل أكادير، كانا على متن زورق شراعي يحمل علم فرنسا، وذلك في إطار مساهمة القوات المسلحة الملكية في جهود الإنقاذ والاستجابة السريعة لحالات الطوارئ.,254,41,0,0,1,0,0,1
فإطار التحضير لمونديال 2030.. الفيفا غادي تفتاتح مقر إقليمي في المغرب,كود سبور,يعتزم الاتحاد الدولي لكرة القدم (فيفا) فتح بعثة إقليمية في المغرب بمناسبة بطولة كأس العالم المقبلة 2030 التي ستنظمها المملكة المغربية مع إسبانيا والبرتغال.,155,24,0,0,1,0,0,1
كايحاربو الذكورية فالرياضة.. الفتح دارو راماسورات بنات فالماتش ضد الوداد ومصادر فتحية لـ” گود”: هاد الخطوة درناها لإعطاء الفرصة للعنصر النسوي يولف على البطولة والماتشات الكبار,كود سبور,دارو الفتح الرياضي خطوة زوينة لمحاربة الذكورية فالرياضة واللي منتشرة فبزاف ديال الأندية نتيجة تجدرها فالمجتمع المغربي، وجابو بنات من الفئات السنية النسوية يديرو راماسورات فالماتش ضد الوداد الرياضي اليوم الاحد فتيران البشير برسم الدورة 9 من البطولة الاحترافية.,259,39,0,0,1,1,0,1
المصريين كاعيين بزاف واعتابرو الفيديو مهين وحقير.. بان فيه ليبي كيخلع مصري خدام عندو بالسبع ديالو,الرئيسية,وقعت حالة كبيرة ديال الغضب والاستنكار، مع المطالبة بفتح تحقيق عاجل ومعاقبة المجرم، بعدما تشاف ف مواقع التواصل الاجتماعي واحد الفيديو كيوثق اللحظة اللي صاحب واحد المزرعة فليبيا طلّق أسد على عامل مصري.,199,33,0,0,1,1,0,1
“ناقشو بزاف ديال القضايا.. منع التصعيد والتوصل لهدنة فغزة أهم على راس مباحثات السيسي وبلينكن,جورنالات بلادي,ناقش وزير الخارجية الأميركي، أنتوني بلينكن، اليوم الأربعاء، مع الرئيس المصري عبد الفتاح السيسي، عددا من القضايا على رأسها وقف إطلاق النار في قطاع غزة، والهجمات الأخيرة في لبنان.,177,29,0,0,1,1,0,1
زيادة قليلة فثمن ليصانص والمازوط ابتداء من اليوم,آش واقع,بعد شهرين من الاستقرار، بل وحتى الانخفاض، تشهد أسعار الوقود زيادة طفيفة، ابتداء من صباح اليوم الأحد.,100,17,0,0,0,1,0,1
سايس مهدد بالحرمان فـ ما تبقى من كأس إفريقيا,كود سبور,مهدد الدولي المغربي غانم سايس باش ما يكملش اللعب مع المنتخب الوطني المغربي ف كأس إفريقيا 2025، بعدما تعرض للإصابة فماتش الأسود ضد جزر القمر ضمن الجولة الأولى گروبات الكان.,171,30,0,0,1,0,0,1
فضيحة بوزارة التربية الوطنية. وزارة المالية كتطالب رجال ونساء التعليم يرجعو تعويضات عن مهام إدارية وهمية,آش واقع,تفجّرت فضيحة من العيار الثقيل داخل وزارة التربية الوطنية بعد اكتشاف مصالح وزارة المالية وجود الآلاف من رجال ونساء التعليم يتلقون تعويضات عن مهام إدارية وهمية.,158,26,0,0,1,1,1,1
ميلودي موخاريق… زعيم الخوارق ونسب الإضراب الخيالية!,آش واقع,إذا كان هناك شيء واحد لا يمكن إنكاره في المغرب، فهو قدرة ميلودي موخاريق، الأمين العام للاتحاد المغربي للشغل، على تحطيم الأرقام القياسية الخارقة…,144,24,0,0,1,1,0,0
السكتيوي: السنغال منتخب قوي والماتش ضدهم صعيب ولكن قادرين نتغلبو عليهم ونربحو الكاس.. واخا رحلتنا لأوكندا عيّاتنا بزاف,كود سبور,اعتبر طارق السكتيوي مدرب المنتخب الوطني المغربي المحلي، ان ماتش دومي فينال كاس افريقيا للمحليين ضد السنغال غدا الثلاثاء بالعاصمة الأوگندية كامبالا، غايكون ماتش صعيب، وان المنتخب السنغال منتخب قوي، ولكن لاعبين المنتخب المغربي قادرين يتغلبو على كل الصعاب باش يتأهل للفينال وتحقيق اللقب.,284,44,0,0,1,1,0,0
العصبة الاحترافية غايمشيو مع زمرات  مدرب التواركة للقضاء بسبب الفار وجيد,كود سبور,قررت العصبة الوطني لكرة القدم الاحترافية برئاسة عبد السلام بلقشور اللجوء للقضاء بخصوص تصريحات مدرب اتحاد التوارگة عبد الواحد زمرات على التحكيم.,143,22,0,0,1,1,0,1
الأرصاد الجوية مزال كتحذر: الحرارة واصلة لـ47 درجة وتسجيل موجة حر مع الشرگي وحتى الريح والشتا جايين,آش واقع,كشفت المديرية العامة للأرصاد الجوية بأنه يرتقب تسجيل موجة حر مع “الشركي”، من اليوم الجمعة إلى غاية الاثنين المقبل، وزخات رعدية مصحوبة بتساقط للبرد وبهبات رياح، اليوم، بعدد من مناطق المملكة.,189,31,0,0,0,0,0,0
ثورة النپيال. 51 قتيل و12 الف حباس هربان,جورنالات بلادي,قتل 51 شخصا على الأقل خلال الأسبوع الراهن في تظاهرات شهدتها النيبال احتجاجا على تعطيل وسائل التواصل الاجتماعي والفساد وفي أعمال شغب أدت إلى سقوط الحكومة على ما أفاد مصدر في الشرطة الجمعة.,187,33,0,0,1,1,1,1
إلياس أخوماش دخل كايتريني فالتيران باش يلعب مع فياريال والمغرب,كود سبور,بدا الدولي المغربي إلياس أخوماش نجم فياريال الإسباني، المرحلة الأخيرة من العلاج ديالو، باش يقدر يرجع يلعب بعد غياب لأشهر بسبب الإصابة والعملية اللي دار فنوفمبر 2024.,165,27,0,0,1,1,0,1
مستشار الأمن القومي العراقي في ضيافة وهبي: عجباتو حفاوة الاستقبال المغربي وفرحان لمستوى العلاقات بين البلدين (تصاور),آش واقع,تلقى وزير العدل عبد اللطيف وهبي، صباح اليوم الاثنين، وفدا رفيع المستوى من جمهورية العراق الشقيقة برئاسة قاسم الأعرجي مستشار الأمن القومي، وذلك في إطار تعزيز علاقات التعاون بين الجانبين. ومناقشة جملة من الملفات المشتركة. وآخر التطورات التي تشهدها المنطقة.,254,40,0,0,1,1,0,1
شركة طيران وقفات بيلوط من الخدمة بسبب مضيفة طيران.. تخاصم معها وسد عليها فطواليط,تبركيك,قررات شركة الخطوط الجوية ديال دولة سريلانكا أنها تحبس واحد البيلوط من الخدمة بسباب مدابزة دارها مع وحدة من مضيفات الطيران.,122,21,0,0,1,0,0,1
من الخيمة خرج مايل.. الأغلبية كدعم سعد بنمبارك بالشفوي وغريبة واتاي….علاش ثلاثة ديال الأحزاب مديرش لقاء جماهيري باش تواصل مع الناخبين,آش واقع,أحزاب الأغلبية تجمعات فدار القيادي الاستقلالي عبد الإله البوزيدي باش دعم مرشح الأحرار سعد بنمبارك لانتخابات مجلس النواب عن دائرة العكاري.,137,21,0,0,0,1,0,0
